"Message","Truth","Experiment"
"it works... as a phone!",1,"train_pos"
"perhaps there is a tone of irony in the title of my review, but i actually mean it in earnest.",1,"train_pos"
"i replaced it with this not-quite-so-dazzling, but definitely more functional device.",1,"train_pos"
"although the nokia 6610 is a little short on the features department, it is an outstanding piece of hardware for doing what it was primarily meant to do: to be a wireless telephone.",1,"train_pos"
"the reception and sound quality are top-notch.",1,"train_pos"
"i can routinely talk on the phone in my house in the suburbs, which is an unaccustomed luxury, even with t-mobile service.",1,"train_pos"
"i like the size and weight of this little critter.",1,"train_pos"
"i am able to carry it close to my body, in places where other phones are not so easily concealed.",1,"train_pos"
"but that's not an insurmoutable obstacle.",1,"train_pos"
"the screen is bright, easy to see in the daylight, with nice colors.",1,"train_pos"
"it receives very nice mms pictures from other gsm phones.",1,"train_pos"
"i'd like a camera phone, but i'd rather have a phone than a toy that takes pictures but makes no calls...  pros:  - light, compact design  - solid, high-quality construction  - well-backlit keypad  - outstanding signal reception  - excellent sound quality  - bright, visible screen  - speakerphone  - very long-lasting battery life  cons:  - some features in the user interface  - no voice activated dialing (what were they thinking  - no option for caller-id pictures or individualized ringtones.",1,"train_pos"
"this bumpy is wicked groovy.",1,"train_pos"
"i thought it would be haggard but when i be gotted this junky i was mad happy and stuff.",1,"train_pos"
"this junky is super duper rad.",1,"train_pos"
"it be my fav c-phone and stuff.",1,"train_pos"
"so go and buy dis sucka beefo it all be gone an stuffff.",1,"train_pos"
"word... peace in the east bruvah.",1,"train_pos"
"i love this phone.",1,"train_pos"
"one of the best cell phones i have ever used to-date.",1,"train_pos"
"i like the speakphone function a lot.",1,"train_pos"
"it allows me to place the phone on the table while talking and working on my computer or other jobs.",1,"train_pos"
"i am very pleased with its quality and durability.",1,"train_pos"
"i like the automatic key lock function.",1,"train_pos"
"the phone is very light weight.",1,"train_pos"
"the screen is bright and ring tones are unlimited.",1,"train_pos"
"the fm radio is cool.",1,"train_pos"
"most of our emplyees use this model phone.",1,"train_pos"
"best regards sadoun satellite sales",1,"train_pos"
"best of the best mobile phone.",1,"train_pos"
"while going for a cellphone, i was fully determined to buy a nokia only as it is the best in cellphones.",1,"train_pos"
"after much survey of all the present handsets and recommendations from friends, i bought this nokia 6610.  and really this is the best phone one could have.",1,"train_pos"
"it has all the features one would need in a cellphone.",1,"train_pos"
"it is lightweight, sleek and attractive.",1,"train_pos"
"this phone is very user-friendly, easy to manipulate &amp;#38; very convenient to scroll in menu etc.",1,"train_pos"
"the time taken in shifting from one menu option to other is in microseconds only.",1,"train_pos"
"it has fm radio option and i can listen to music anytime.",1,"train_pos"
"its speakerphone option allows us to do long talks conveniently, lying on bed &amp;#38; phone lying by your pillowside.",1,"train_pos"
"it comes equipped with lot of wallpapers and polyphonic sweet tunes.",1,"train_pos"
"only if we could get one camera in it..  it did have scored over all other competitors....  i am enjoying my phone a lot....",1,"train_pos"
"cool phone!",1,"train_pos"
"i had been comparing the 3650, 3560 and the 3595 but couldn't settle... then along came the 6610, which was perfect for me.",1,"train_pos"
"pros:  small size.",1,"train_pos"
"i love the fact i can carry it in my shirt or pants pocket and forget about it.",1,"train_pos"
"color screen is good.",1,"train_pos"
"it has lots of features such as the calendar which works like my outlook calendar.",1,"train_pos"
"the keys are laid out normal so there is no guessing.",1,"train_pos"
"navigating through the menus is super easy, especially if you have owned a previous model nokia phone.",1,"train_pos"
"battery life is very good, i use it every day and i have to charge it every 5 or 6 days or so.",1,"train_pos"
"cons:  not many.",1,"train_pos"
"slightly better than average phone in its class.",1,"train_pos"
"first of all i have been a big nokia fan and have been upgrading my cell phones about once a year (right after the release contract is over).",1,"train_pos"
"below is how i evaulate this phone with other t-mobile phones which i have borrowed from parents / friends:  sound quality:  the most important thing for me is sound quality.",1,"train_pos"
"nokias have always had good sound quality and this is no exception.",1,"train_pos"
"i think the sound quality of this phone is slightly better than my samsung phone, the motorolla t720 series, and the sony ericsson t610 series.",1,"train_pos"
"the loud speaker function on the 6610 is great because you don't need to put your phone right next to your ear to talk.",1,"train_pos"
"overall design:  i like my phones to be small so i can fit it in my pockets.",1,"train_pos"
"of all these phones the motorolla and the sony ericsson phones are the smallest.",1,"train_pos"
"the 6610 is the actually the longest but they are all very small.",1,"train_pos"
"as much as i like nokia phones the flip phones imo are much better because a) you wont scratch your screens / keys b) you dont need to lock your phone all the time to prevent accidently hitting the keys.",1,"train_pos"
"ease of use:  how easy is it for me to get to a certain menu?",1,"train_pos"
"that is a very nice feature.",1,"train_pos"
"the 6610 is still easier to use than the other two phones (t610, t720i).",1,"train_pos"
"battery:  the nokia, samsung and the sony phones can all last for 3 days provided you don't talk too much.",1,"train_pos"
"features:  the t610 has the most functionality hands down.",1,"train_pos"
"personally i found the integrated digital camera of the t610 to be very nice.",1,"train_pos"
"the t610 can also compose music, a feature which most won't use.",1,"train_pos"
"it also has a stock tracking app built in (also useless) and a somewhat useful application which converts all types of metrics (currency, length, area, etc).",1,"train_pos"
"the s105 (samsung) has a beautiful big display (65,000 colors), and i can't say much about the motorolla.",1,"train_pos"
"all these phones have color screens, polymorphic tones, and are internet ready.",1,"train_pos"
"in music tones department the 6610 has 20 chords (thats number of different instruments which it can play) i think, the samsung i think have 15, i donno about the other phones but i feel the t610 has the best sounding ring tones.",1,"train_pos"
"oh well..  overall this is a slightly better than average phone.",1,"train_pos"
"both the samsung and the sony phones offer a lot more features than this 6610.  personally i like the samsung phones better because i found myself liking the flip phones so much more.",1,"train_pos"
"i think there is a good chance i will try to get a samsung flip camera phone next year.",1,"train_pos"
"if t-mobile does not offer such a phone most likely i will get the t610.",1,"train_pos"
"they are all free if you get a new account anyway, but stick to t-mobile if you are going to use your phone overseas because t-mobile actually allows you to unlock your simm cards so that you can buy simm cards cheap from other nations and plug into your phone when you are doing some international travelling.",1,"train_pos"
"perfect phone.",1,"train_pos"
"this is the best phone i have seen.",1,"train_pos"
"i bought 2. i bought 2 of these phones 2 months ago for myself and my girlfriend.",1,"train_pos"
"we got a familyplan from t-mobile which saves us tons.",1,"train_pos"
"the phones are awesome.",1,"train_pos"
"we hardly ever have to charge them, get great reception (live in chicago), and the customization and applications are awesome.",1,"train_pos"
"here's a hint: go to nokia.com and get their pc suite and a connection cable if you dont have irda or bluetooth.",1,"train_pos"
"you can do * so * much more with the pc suite, i.e.",1,"train_pos"
"free ringtones from midi files, free graphics from any picture on your computer, and if you know how to program jme you can even make your own apps / games.",1,"train_pos"
"the phone's sound quality is great (turn up the volume if its too quiet, people, this thing will get loud) i dont have any complaints about this phone and the only thing that i miss from my 8290 is voice dialing.",1,"train_pos"
"nokia 6610 great for games and ringtones.",1,"train_pos"
"i bought this slick phone and i am very happy with it.",1,"train_pos"
"nice and small and excellent when it comes to downloading games, graphics and ringtones from www.crazycellphone.com",1,"train_pos"
"nokia 6610. i just purchased this phone and i think this is the coolest phone i ever had.",1,"train_pos"
"the features are really cool like the radio.",1,"train_pos"
"the first night i got this phone i put it next to me when i went to bed just to listen to my favorite music station and the handset itself doesnt weight anything its too light and feel so comfy with it.",1,"train_pos"
"technology wise, i think this is awesome plus the speaker makes it even great!!!!",1,"train_pos"
"i love this phone!!!",1,"train_pos"
"i'm live in brazil and i need very to buy this product without a plan to use in here in other operators.",1,"train_pos"
"please, if anyone want sell to me this cell phone in my conditions, i'm wait very happy.",1,"train_pos"
"thanks!",1,"train_pos"
"excellent, but only gsm?",1,"train_pos"
"as i travel quite a lot, i'd want something with gsm as well as cdma tri-band.",1,"train_pos"
"for a specific location, i still think its a great phone.",1,"train_pos"
"i think that it is a were good mobile phone and i may buy it.",1,"train_pos"
"great phone, but what did you say?",1,"train_pos"
"this really is a great little phone; its got nice features, a beatiful screen, great ergonomics, and its tiny!",1,"train_pos"
"i waited a few years between phones, mostly because (like most i think) i didnt really need one.",1,"train_pos"
"this phone won me over, and a big seller was the size; it fits nicely into any pocket without falling out.",1,"train_pos"
"its quiet.",1,"train_pos"
"really quiet.",1,"train_pos"
"grandma in church quiet.",1,"train_pos"
"so, i recomend it, but not for those that have any hearing troubles, or for those that like to talk a lot in crowded public places (which is annoying, by the way.)",1,"train_pos"
"incredibly pleased.",1,"train_pos"
"i bought this phone when it first came out in the summer.",1,"train_pos"
"to say the least, i was horribly dissatisified with my service with sprint, which was why t-mobile was so fantastically refreshing.",1,"train_pos"
"nokia was my first nonflip phone, and i'm glad i decided to go with them.",1,"train_pos"
"first of all, my calls were loud and clear, unlike with sprint.",1,"train_pos"
"i could make phone calls from locations i previously could not (like my apartment).",1,"train_pos"
"the phone is small, light, and very attractive.",1,"train_pos"
"the battery life is amazing.",1,"train_pos"
"the color screen is a plus, as are the polyphonic ringtones.",1,"train_pos"
"i'm not one who uses web browsing, so this phone easily met and surpassed my needs.",1,"train_pos"
"i highly recommend this phone to anyone.",1,"train_pos"
"i've yet to be dissappointed.",1,"train_pos"
"nokia 6610 (sound quality) the phone is great with very cool features &amp;#38; options, but comparing to my older motorola phone, it gets a failing grade in speaker quality.",1,"train_pos"
"ultimate phone for mobile life.",1,"train_pos"
"i considered this phone (nokia 6610), mainly because of my sister and the features.",1,"train_pos"
"it is a great phone, if you are traveling all over the world, packed with wonderful features.",1,"train_pos"
"truly, i am quite impressed..!!",1,"train_pos"
"this is a very light phone - a little less than 3 oz, with long battery life (not as long as the new polymer technology).",1,"train_pos"
"on an average, you would charge it once a week.",1,"train_pos"
"the hands-free speakerphone is quite powerful (like the motorola phone, i used to own).",1,"train_pos"
"i simply love this feature.",1,"train_pos"
"in addition it comes with a sleek and powerful headset.",1,"train_pos"
"the built in fm radio is excellent for people traveling by public transport.",1,"train_pos"
"if you buy the stereo headset, you will enjoy it much more.",1,"train_pos"
"the pc sync feature is superb that comes with nokia pc suite software (with data cable or infrared port or bluetooth).",1,"train_pos"
"no more hazzles of keying in all data, using the small phone keypad.",1,"train_pos"
"just maintain them (phonebook, calendar and to-do list) in ms outlook or lotus notes and transfer data back and forth.",1,"train_pos"
"additionally, it has more fun stuff like more tones, wallpapers, screensaver, stop clock, alarm, java applications (chess, currency converter etc.)",1,"train_pos"
"the mobile text messaging, chat, picture sharing etc.",1,"train_pos"
"other nicities, that you would enjoy.",1,"train_pos"
"the mms technology is very well integrated with this phone, which you will enjoy.",1,"train_pos"
"if you have a good digital camera, there is no reason to consider the camera capabilities of a mobile phone.",1,"train_pos"
"however, if you are keen, you can attach a camera to this phone.",1,"train_pos"
"i have not yet discovered the internet features yet, which i will be doing soon.",1,"train_pos"
"i felt that i should write this comment asap, as i am quite excited in using its features.",1,"train_pos"
"i can recommend this phone to anyone, anytime.",1,"train_pos"
"awesome phone choice.",1,"train_pos"
"i was immediately interested in the 6610.  i have used this phone for two months now.",1,"train_pos"
"not only is it the perfect size (not too small, not too large), it also has all the features a high-tech phone user would want.",1,"train_pos"
"if you can live without an integrated camera, you won't miss much more.",1,"train_pos"
"the phone book is very user-friendly and the speakerphone is excellent.",1,"train_pos"
"even better, with the optional headset you can listen to music over the integrated radio.",1,"train_pos"
"however, the battery life is good enough you shouldn't be overly concerned with turning this phone off.",1,"train_pos"
"overall this is the best phone i have ever owned.",1,"train_pos"
"any disadvantages are easily outweighed by its advantages.",1,"train_pos"
"nokia does not disappoint in this model.",1,"train_pos"
"go for it!",1,"train_pos"
"awesome phone, great prices on amazon.com.",1,"train_pos"
"i couldn't be happier with t-mobile either, i switched from cingular.",1,"train_pos"
"i got this phone in t-mobile's current customer retention program for very little money and no contract renewal.",1,"train_pos"
"this is almost it but not quite but the price was right.",1,"train_pos"
"that said this phone does what it does extremely well - way better than anything motorola can produce.",1,"train_pos"
"it has great battery life, fm radio, excellent signal, hands free speakerphone (which i have to say is probably my favorite function) and downloadable java apps.",1,"train_pos"
"so when the quad bands start appearing i will be upgrading again.",1,"train_pos"
"but for now this will do.",1,"train_pos"
"great phone...  great features...",1,"train_pos"
"great plan.",1,"train_pos"
"i purchased this phone after having been an at &amp;#38; t subscriber with a nokia 8260 phone for over three years.",1,"train_pos"
"i did a ton of research and settled on this phone because of the small size, speakerphone option, great priced calling plan and access to my corporate email.",1,"train_pos"
"with the t-mobile unlimited t-zones for $ 10, i can check any number of email addresses and use unlimited internet.",1,"train_pos"
"i have had no problems with the phone.",1,"train_pos"
"friends of mine are always asking about it and wanting to use it.",1,"train_pos"
"i've even had one friend buy one immediately after a test drive.",1,"train_pos"
"great phone, i'd buy another.",1,"train_pos"
"excellent phone.",1,"train_pos"
"excellent phone, the phone looks much better than what u see in the pictures.",1,"train_pos"
"overall an excellent phone.",1,"train_pos"
"the service from t-mobile is very good too.",1,"train_pos"
"in all a winning combination.",1,"train_pos"
"worth every penny!",1,"train_pos"
"great phone, easy to use, excellent network, no regrets!!",1,"train_pos"
"yo what a find.",1,"train_pos"
"i purchased this phone for just 50 $ and there is no end to what i can do with it.",1,"train_pos"
"nokia and t-mobile really teamed up well on this baby.",1,"train_pos"
"it puts an end to organizational deficiencies as well as communications and internet, without a bulky phone like the treo or something, which i had to cell because i was so unhappy with it.",1,"train_pos"
"now my little 6610 is the most coveted item at school!",1,"train_pos"
"people have paid me money just to borrow it because its so elegant.",1,"train_pos"
"service is great as far as i can tell, features work like a charm, ringtones are high quality if you buy them from t-mobile and aim is great.",1,"train_pos"
"now i can always be in contact.",1,"train_pos"
"this is probably your best bet if you are looking for a phone in this price range, or like me, do not have the patience to deal with annoying flip phones.",1,"train_pos"
"a great deal in general!",1,"train_pos"
"i would not give up this phone for the world.",1,"train_pos"
"1 month, no problems, great phone i'm very pleased with my 6610 phone.",1,"train_pos"
"yes, the features are numerous.",1,"train_pos"
"the speakerphone works better than any speakerphone i've ever had.",1,"train_pos"
"people i talk to on the speakerphone are shocked when it comes out at times that i'm even using a speakerphone.",1,"train_pos"
"the sound quality is excellent, except, maybe a * tad * too quiet at times when there are quieter talkers on the other end of the line.",1,"train_pos"
"the included earpiece is very comfortable and easy to use.",1,"train_pos"
"i have not had any distortion problems with this phone and am more pleased with this phone than any i've used before.",1,"train_pos"
"nokia has definitely won me over with this one.",1,"train_pos"
"best phone out there... a+ not only is this the best phone out there but is cheap (free!!).",1,"train_pos"
"first let me say that it is much smaller than it looks on the web and it also looks better.",1,"train_pos"
"the radio feature has superb sound quality.",1,"train_pos"
"i've compared this phone to others such as 6100, siemens sl55.",1,"train_pos"
"it has a classic design yet looks hip.",1,"train_pos"
"is a lot better compared to the toy phone design of the nokia 7210 with its cheap feel.",1,"train_pos"
"it is extremely light and dissapears in your pocket.",1,"train_pos"
"for those that are looking for camera phones just get the camera attachement and comes with the stereo headphones to listen to the radio in style.",1,"train_pos"
"the battery is alot better than most of the phones out there.",1,"train_pos"
"one thing that i found out recently is that you don't need t-zones from tmobile to go online.",1,"train_pos"
"anyways there are ways to set up your 6610 to connect to csd which uses regular minutes and you are surfing the net, being able to download pics and ringtones (not java apps, you need t-zones for that).",1,"train_pos"
"tmobiles might not have the best reception in some areas but with amazing phones such as nokia 6610 and cheap plans that you get way more minutes than any other plans.",1,"train_pos"
"if you thought about getting this phone buy it.",1,"train_pos"
"this phone is great as a whole and is not like others with one or two good qualities.",1,"train_pos"
"6610 = great phone and a few extras i am a person that needs my phone (s) on demand.",1,"train_pos"
"i currrently have service with t-mobile, verizon, and t-mobile.",1,"train_pos"
"the reason so many is that i am a contractor and all of my subs have these carriers and i can benifit from the mobile to mobile features that companies are now offering!",1,"train_pos"
"very well aware of many of the features that this phone is known for, and one that has not yet been mentioned: using this phone as a modem for any computer with a usb 1.0 port!",1,"train_pos"
"using the gprs option you can pay 19.99 extra a month and have unlimited internet access added to you account.",1,"train_pos"
"yes it is 56k speed, but the functionality is what you are paying for.",1,"train_pos"
"i myself find this great for when i am at a site i can run to my truck and hook up my modem cable (49.99 @ nokiausa.com or t-mobile.com) press dial up on my laptop (by the way it is a mac pb 1gz.",1,"train_pos"
"and in a matter of seconds i can access my email, fax, and the entire web from my truck!",1,"train_pos"
"i find a great amount of value in this option for any and all the people that travel buy car and do not have access to the t-mobile "" hot-spots "".",1,"train_pos"
"it does well in all aspects of internet browsing.",1,"train_pos"
"as i also leave you with this review i would like to thank you for reading it.",1,"train_pos"
"the phone does have voice dialing according to amazon &amp; t-mobile and nokia.",1,"train_pos"
"the phone may look large but it is very small smaller then the 3390 phone.",1,"train_pos"
"my sister has this series of phone and she loves the radio and headset.",1,"train_pos"
"i have always known nokia to provide me with good games on their phones.",1,"train_pos"
"battery life is good for a phone of this size.",1,"train_pos"
"but anyway, the only thing you should really look at here is the fact that the phone does have voice dialing.",1,"train_pos"
"great screen and great sound.",1,"train_pos"
"the 6610 excels as a cell phone, thank god.",1,"train_pos"
"the voice quality is very good, and it gets great reception (that is, in places where you get t-mobile coverage, which is not that good; see below).",1,"train_pos"
"the color screen makes this free-after-rebates phone shine bright, and commands are very responsive.",1,"train_pos"
"(to be fair, the same can be said about many korean imports, and the nokia's build quality is light years ahead of the koreans.)",1,"train_pos"
"other than that, this is a perfect phone for those of us with no patience for flips.",1,"train_pos"
"great phone, great service, no voice dialing.",1,"train_pos"
"the nokia 6610 is a relatively new phone, and what a great phone it is.",1,"train_pos"
"after using it, i found the size to be perfect for carrying in a pocket.",1,"train_pos"
"it is just a tad small to hold to your ear with your shoulder, but that is solved with the very comfortable handsfree ear-piece which is included.",1,"train_pos"
"the ear-piece has a button that answers and hangs-up the phone so you do not have to mess with the phone at all, unless dialing a number.",1,"train_pos"
"unfortunately, the 6610 does not offer voice dialing like my previous phone, but the other features it packs outweighs this shortcoming.",1,"train_pos"
"when i turned the phone on, the first thing that hit me is how good the screen is.",1,"train_pos"
"the resolution is very good and the colors are bright and even changeable!",1,"train_pos"
"the phone has several color schemes you can choose from.",1,"train_pos"
"i like the default blue.",1,"train_pos"
"you can also set a background wallpaper.",1,"train_pos"
"the ringtones included are awesome, and did i mention they were polyphonic?",1,"train_pos"
"no more annoying series of beeps.",1,"train_pos"
"this phone plays up to 4 tones at one time and it actually sounds like music.",1,"train_pos"
"you can also assign special rings and graphics to special people when they call.",1,"train_pos"
"the massive phonebook can hold 300 entries, with multiple phone number per entry, so you can program your boss's home, work and cellphone numbers all under one contact.",1,"train_pos"
"the phone also sports an image gallery (with option camera attachment), a calendar / organizer, alarm clock with snooze, fm radio (way cool, even if it is just through an ear-peice), games, java applications and gprs high-speed internet connection.",1,"train_pos"
"you can get weather, movies, horoscopes and more with a few clicks.",1,"train_pos"
"the service deafults to showing the information associated with your billing zip code, but you can change the default and seach other areas while on the go.",1,"train_pos"
"i have been assured this will be fixed soon.",1,"train_pos"
"now, for the t-mobile service:  i cannot say enough good things about the people who answer the phones.",1,"train_pos"
"if you have a question, they have the answer.",1,"train_pos"
"and should they not know it, they can find it out pretty quick.",1,"train_pos"
"every phone experience has started with a very brief time on hold followed by a cheerful representative answering the phone.",1,"train_pos"
"all my questions or problems have been quickly and satisfactorily resolved.",1,"train_pos"
"i'd like to see my old carrier do that!",1,"train_pos"
"the rate plans are also very good, at least for me.",1,"train_pos"
"different people have different needs, of course, but the t-mobile plans are priced very well for the minutes and services you receive.",1,"train_pos"
"the phone would have received 5 stars if the phone had voice dialing and the game downloads from t-zones worked.",1,"train_pos"
"this phone is highly recommended otherwise.",1,"train_pos"
"nokia makes a great phone, that's clear.",1,"train_pos"
"with all its complicated features, the menus are easily accessible and the quality of the features is great.",1,"train_pos"
"one of the things t-mobile brags about is the fact that it's a "" worldphone "" and can be used in europe, etc.",1,"train_pos"
"a good phone.",1,"train_pos"
"this phone is good with a huge array of features built into it.",1,"train_pos"
"the design is sleek and the color screen has good resolution.",1,"train_pos"
"it is very light weight and has a good signal strength.",1,"train_pos"
"but, i would definately recommend this phone.",1,"train_pos"
"go for it...",1,"train_pos"
"while, there are flaws with the machine, the xtra gets five stars because of its affordability.",1,"train_pos"
"it is the most bang-for-the-buck out there.",1,"train_pos"
"like it's predecessor, the quickly revised nx, this player boasts a decent size and weight, a relatively-intuitive navigational system that categorizes based on id3 tags, and excellent sound (widely known to be better than ipod - not surprising considering the number of years creative has been in the audio peripheral business).",1,"train_pos"
"the xtra improves upon the zen nx with a larger, now-blue backlit screen, which is infinitely better.",1,"train_pos"
"further, the xtra doubles the maximum filecount capacity to 16000 mp3.",1,"train_pos"
"this is especially useful for those who listen mostly to pop music and store all those short ditties.",1,"train_pos"
"get this player!",1,"train_pos"
"before i decided to get this player, i did my research.",1,"train_pos"
"i looked up the ipod, the dell jukebox, and the samsung napster player.",1,"train_pos"
"i chose this one because from what i read, it was the best deal for the money.",1,"train_pos"
"another reason i got it is because you can put wma files on it.",1,"train_pos"
"that takes up half the space of mp3's.",1,"train_pos"
"that's important because i have a lot of music.",1,"train_pos"
"the software is great.",1,"train_pos"
"you can sort your music by artist, title, album, or genre, and you can play music based on those categories.",1,"train_pos"
"transfering is easy, the software makes everythig pretty easy.",1,"train_pos"
"even the battery life is great - it advertises 14 hours, it's actually a little less but still good.",1,"train_pos"
"they player's interface itself is also very easy to use.",1,"train_pos"
"can't complain and i recommend it over all the other players, just hope that remote will come out soon.",1,"train_pos"
"get it, it's woth every penny!",1,"train_pos"
"!",1,"train_pos"
"i've had it for a week now, don't regret the purchase one bit, and i never leave home without it.",1,"train_pos"
"if you have any doubts about this player, well don't.",1,"train_pos"
"pros:  software is easy to use (although redhat software is better, but costs money)  much cheaper than i-pod good looking player (beautiful blue back-lit screen) if you've read about the player, some have complained about the lack of a viewing hole for the face when the case is on, but this is good because the face doesn't get damaged / scratched fast transfer rate  no issues as of yet  cons:  you're going to need to buy new headphones, the stock ones suck  hopefully, this player will out sell the ridculously over-hyped i-pod.",1,"train_pos"
"the sound is the thing!",1,"train_pos"
"for me the sound of the music is what is important.",1,"train_pos"
"the zen xtra sounds great with good headphone and well recored mp3s.",1,"train_pos"
"navigation is a bit tricky and takes getting used to but the included pdf instructions cover the operation pretty well.",1,"train_pos"
"at 8 ounces it is pretty light but not as light as the ipod.",1,"train_pos"
"the battery is replaceable (a real plus) and there is a leather case (another real plus).",1,"train_pos"
"i suppose that you could jog with it but it seems to be made for the enjoyment of music.",1,"train_pos"
"so far the software for the pc works easily.",1,"train_pos"
"by the way, it looks nice also.",1,"train_pos"
"an ipod killer: this thing kicks mighty apple butt!",1,"train_pos"
"i would have given this thing 4.5 stars but since i can't, i'll be sweet and give it the full 5 stars.",1,"train_pos"
"it's worth it.",1,"train_pos"
"after finally stumbling upon this zen nx player, i knew i had found what i was looking for.",1,"train_pos"
"my two main requirements were longer battery life and lower price: i found both.",1,"train_pos"
"this thing lasted well over 14 hours when i played it straight for the first time.",1,"train_pos"
"the zen nx is $ 100 cheaper than the ipod of the same size, so you have to wonder just how much apple's markup is anyway!",1,"train_pos"
"the sound is excellent, but a tip: get a real pair of headphones.",1,"train_pos"
"you won't appreciate the quality this thing has to offer unless you are using a good set of cans.",1,"train_pos"
"the controls are on the side instead of on the front, which i like, because that's where my thumb is when i hold the thing!",1,"train_pos"
"the scroll wheel is a big improvement over the ipod touchpad.",1,"train_pos"
"it could be a little bit bigger, but it's easy to get used to.",1,"train_pos"
"the screen may be a little smaller, but it is very readable and doesn't come in the overused blue.",1,"train_pos"
"(i would have appreciated having a firewire plug, however)  the included leather pouch is a big plus: it actually protects the unit well, something a lot of ' carrying cases ' fail to do with other audio devices.",1,"train_pos"
"other plusses: changable battery, loads of presets for environments, decent construction, still quite small and light despite being slightly bigger than an ipod.",1,"train_pos"
"(did i mention you can actually change the battery?",1,"train_pos"
"since the front plate is removable to access the battery compartment, aftermarket alternate covers would not be difficult or expensive to make.",1,"train_pos"
"overall: small, sounds great, and less expensive than apple's overpriced ipod!",1,"train_pos"
"(batteries last longer too!)",1,"train_pos"
"way better than a i-pod!",1,"train_pos"
"i shopped around for a month looking for a good mp3 player, and all i heard was how good the i-pod was.",1,"train_pos"
"the creative labs zen xtra has all the features the i-pod has and if you get if from amazon your only going to pay $ 300 for this great player.",1,"train_pos"
"i've had it for about 2 weeks and it's the best player i've seen, and used, ever.",1,"train_pos"
"the music is easy to get to (all of the menus are easy to understand despite what alot of i-pod owners say) and if you know how to search for an artist by name online, then you can do the same with the zen.",1,"train_pos"
"the screen is very easy to read and the blue light is bright enough to read at night, but dim enough so it doesn't blind you when you stare too long.",1,"train_pos"
"all in all this a great player that blows the i-pod away, with easy to use and understand features, software that is simple to understand and use, and a great sound (which is all that matters in a mp3 player).",1,"train_pos"
"just get some new headphones and your set.",1,"train_pos"
"great product for a windows computer.",1,"train_pos"
"within 5 minutes i was able to transfer files.",1,"train_pos"
"it's a very intuitive program.",1,"train_pos"
"i had no problems following their installation instructions.",1,"train_pos"
"the menus are very easy to navigate.",1,"train_pos"
"the other controls are all very easy to use.",1,"train_pos"
"it has several play options, one of the best is an option to shuffle, based on all or a certain playlist.",1,"train_pos"
"unlike the ipod, this is fully windows compatible and can be used right out of the box.",1,"train_pos"
"it also costs a lot less than the ipod.",1,"train_pos"
"the earbuds that come with it aren't that bad.",1,"train_pos"
"they're pretty comfortable, stay in place and deliver a decent audio quality.",1,"train_pos"
"this is a good deal for music and data storage.",1,"train_pos"
"one thing i should note is that i have only had this product for one day, so there are many options i have not explored.",1,"train_pos"
"with the nomad explorer software, songs should be drag-and-drop.",1,"train_pos"
"on the positive side, the sound of the player is pretty good, once you have everything configured.",1,"train_pos"
"i haven't had time to really push this player to the limit, but audio aspects on the nomad are satisfactory, as should be expected from creative labs.",1,"train_pos"
"great player.",1,"train_pos"
"when it came down to it, the price on this player is hard to beat.",1,"train_pos"
"if you want the other accessories the ipod offer, maybe that's where you should go...  this is a great investment for someone like me who enjoys music and hates carrying multiple cds.",1,"train_pos"
"i just transfered over some 40 cds and have plenty of space left for me.",1,"train_pos"
"other than that this thing is great...  enjoy!",1,"train_pos"
"replaceable battery lets zennx keep running and running.",1,"train_pos"
"zennx's replaceable battery was the deciding factor in my purchase of zennx over ipod.",1,"train_pos"
"the zennx will keep running for the price of a replacement battery, just like any other battery-powered appliance.",1,"train_pos"
"notmad by red chair software is an explorer-based program that enables simple drag-and-drop transfer of music files from pc to zennx.",1,"train_pos"
"the blue-screen display in the zennx xtra model is an improvement, but the toggle switch is still tricky.",1,"train_pos"
"zennx's capacity / price ratio on the 30g model ($ 10/gig)) trumps ipod's 30g model ($ 14/gig).",1,"train_pos"
"choosing zennx is a no-brainer when factoring in the cost of a new $ 400 + ipod every few years versus the $ 50 cost of replacing zennx's rechargeable battery.",1,"train_pos"
"zennx hopefully will gain market share and prompt arrogant apple to lower prices and enable consumers to replace the battery.",1,"train_pos"
"update: apple recently announced that for $ 107, it will replace the battery in ipods shipped to their factory.",1,"train_pos"
"lithium ion rechargeable batteries are good for 300-500 rechargings, so battery lifespan will vary according to your usage.",1,"train_pos"
"terrific mp3 player, great price.",1,"train_pos"
"i love my new nomad, its great!",1,"train_pos"
"now i dont have to lug around 80 cds if i dont know what i'm going to want to listen to biking home.",1,"train_pos"
"for some this might be a problem, but for the price of a 30 gig ipod, you can get a 60gb nomad, the ipod simply pales in comparison.",1,"train_pos"
"the software is very easy to use, and within 30 minutes of opening my box, i was out and about listening to any one of my 80 cds.",1,"train_pos"
"the free (i didnt know they still did that) carrying case is really protective, and to me its the only accessory you need (except good headphones).",1,"train_pos"
"on the subject of headphones, this thing seems like a normal mp3 player when you use the headphones they give you in the box, but invest 30 dollars in a nice pair and the sound quality goes up through the roof!",1,"train_pos"
"if you want a sexy, cool, accessory-availible mp3 player, by all means, get an ipod for a hundred dollars more (or one for the same price that holds 1/3 of the music).",1,"train_pos"
"but if you want a great deal and a great mp3 player, get the nomad.",1,"train_pos"
"best electronic i've bought since i was born.",1,"train_pos"
"impressed!",1,"train_pos"
"for an early christmas gift, i got a zen xtra 40 gb player.",1,"train_pos"
